"AID,A,10","AISTITLE,L,1","HEADING1,A,40","HEADING2,A,40","ACAT,A,3","AINTCAT,A,10","ACATCOMM,A,1","ADBCD,A,1","AISCOST,L,1","AVATTYPE,A,1","AVATENAT1,A,3","AVATENAT2,A,3","AVATECMP,N,8","AVATNNAT1,A,3","AVATNNAT2,A,3","AVATNCMP,N,8","AVATINAT1,A,3","AVATINAT2,A,3","AVATICMP,N,8","AISSUMMARY,L,1","AISSTATUS,L,1","AISREADONL,L,1","AISSECRET,L,1","VTRAVFA,L,1","AISMATCH,L,1","HISINTRASTAT,L,1","AMATCHNO,I,4","ABALANCE,A,10","AREM,A,35","ABOFFDEB,A,10","ABOFFCRED,A,10","ABINTDEB,A,10","ABINTCRED,A,10","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","AVATCAS,L,1","AMEMO,M,11","COST_DEPART,A,5","COSTRDEPART,L,1","ASECONDID,A,10","AFREE,A,40","DEPACC,A,10","PROVACC,A,10","PRCNDCHARGES,N,8","PRCPRIVATE,N,8","ACCTSECONDID,L,1","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","COSTRPERS,L,1","COST_PERS,A,6","COSTRMAGASIN,L,1","COST_MAGASIN,A,10","TYPENDCHARGES,A,3","AFIXTYPE,A,10","ASLEEPING,L,1","DISCADVNOT,L,1"
240110,0,Matériel de bur. des bâtiments admin.,Bureaubenodigdheden adm. gebouwen,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,240900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240120,0,Matériel de bur. autres bâtim. d'expl.,Bureaubenodigdheden andere exploitatiege,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,240910,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240130,0,Matériel de bur. des ouvres sociales,Bureaubenodigdheden maatschappelijk werk,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,240920,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
2408,1,Plus-val. actées/ Mob. & Mat. de bur.,Geb. meerwaarden/ Meubilair & bureaubeno,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240800,0,Plus-values actées sur mobilier,Geb. meerwaarden op meubilair,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240810,0,Plus-values sur matériel de bureau,Geb. meerwaarden op bureaubenodigdheden,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
2409,1,Amortissements/ Mob. & Mat. de bur.,Geb. afschr./Meubilair & bureaubenodigdh,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240900,0,Amort. sur mobilier,Geb. afschr./Meubilair,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240910,0,Amort. sur matériel de bureau,Geb. afschr./Bureaubenodigdheden,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
240920,0,Mobilier Autre Bat Amortissement,Meubilair andere gebouwen afschr.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-21 12:41:09,2000-03-21 12:41:26,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241,1,Matériel roulant,Rollend materieel,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
2410,1,Matériel automobile,Materieel aangaande auto's,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241000,0,Voitures,Auto's,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241050,0,Camions,Vrachtwagens,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241100,0,Matériel ferroviaire,Materieel aangaande de spoorwegen,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241910,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241200,0,Matériel fluvial,Materieel aangaande de rivier,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241920,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241300,0,Matériel naval,Materieel aangaande de zee,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241930,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241400,0,Matériel aérien,Materieel aangaande luchtvervoer,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,241940,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
2418,1,Plus-values sur matériel roulant,Geb. meerwaarden op rollend materieel,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241800,0,Plus-values sur matériel automobile,Geb. meerwaarden op materieel aangaande,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241810,0,Plus-values sur matériel ferroviaire,Geb. meerwaarden op materieel aangaande,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241820,0,Plus-values sur matériel fluvial,Geb. meerwaarden op materieel aangaande,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241830,0,Plus-values sur matériel naval,Geb. meerwaarden op materieel aangaande,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241840,0,Plus-values sur matériel aérien,Geb. meerwaarden op materieel aangaande,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
2419,1,Amort. sur matériel roulant,Geb. afschr. op rollend materieel,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241900,0,Amort. sur matériel automobile,Geb. afschr. op materieel aangaande auto,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241910,0,Amort. sur matériel ferroviaire,Geb. afschr. op materieel aangaande spoo,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241920,0,Amort. sur matériel fluvial,Geb. afschr. op materieel aangaande de r,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241930,0,Amort. sur matériel naval,Geb. afschr. op materieel aangaande de z,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
241940,0,Amort. sur matériel aérien,Geb. afschr. op materieel aangaande luch,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
25,1,Immobilisation détenues en loc.-Fin.,Va.act.in leasing of op gr.v soort.recht,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
250,1,Terrains et constructions en loc.-Fin.,Terreinen en gebouwen in leasing,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:48,2000-03-18 14:59:48,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
250000,0,Terrains en loc.-Fin.,Terreinen in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
250100,0,Constructions en loc.-Fin.,Gebouwen in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,250900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
250800,0,Plus-val. sur emphyt. & leas.  t. & cons,Geb. meerwaarden op erfpacht & tijdelijk,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
250900,0,Amort./constr. en leas. & RV/t. en leas.,Geb. afschr./Gebouwen in leasing,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251,1,"Install., machines & out. en loc.-Fin.","Installaties, machines en uitrusting in",,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251000,0,Installations en loc.-Fin.,Installaties in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,251800,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251100,0,Machines en loc.-Fin.,Machines in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,251800,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251200,0,Outillage en loc.-Fin.,Uitrusting in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,251800,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251800,0,Plus-val. sur inst. Mach. & out. en leas,Geb. meerwaarden op I./M./U. in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251900,0,Amort. sur inst. Mach. & out. en leas.,Geb. afschr. op I./M./U. in leasing,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
251910,0,AMORT/ matériel leasing,AFSCHR / materiele leasing,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-21 12:50:27,2000-03-21 12:50:39,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
252,1,Mobilier et mat. roulant en loc.-Fin.,Meubilair en rollend materieel in leasin,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
252000,0,Mobilier en loc.-Fin.,Meubilair in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,252900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
252100,0,Matériel roulant en loc.-Fin.,Rollend materieel in leasing,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,252900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
252800,0,Plus-values/mobilier et mat. rlt en leas,Geb. meerwaarden/Meubilair en rollend ma,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
252900,0,Amort. sur mobilier et mat. rlt en leas.,Geb. afschr./Meubilair en rollend mat. i,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
26,1,Autres immobilisations corporelles,Overige materiële vaste activa,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
260000,0,Frais d'aménagements de locaux loués,Kosten van inrichting gehuurde lokalen,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,260900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
260900,0,Amort./ Frais d'aménag. de locaux loués,Geb. afschr./Kosten van inrichting gehuu,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
261000,0,Maison d'habitation prise en location,Woonplaats in huurprijs inbegrepen,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
261800,0,Plus-val. / Maison d'habitation louée,Geb. meerwaarden/Gehuurde woonplaats,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
261900,0,Amort. / Maison d'habitation louée,Geb. afschr./Gehuurde woonplaats,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
262000,0,Réserve immobilière,Reserve vaste activa,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
262800,0,Plus-val. / Réserve immobilière,Geb. meerwaarden/Reserve vaste activa,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
262900,0,Amort. / Réserve immobilière,Geb. afschr./Reserve vaste activa,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
263000,0,Matériel d'emballage,Verpakkingsmaterieel,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,FXASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,263900,630200,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
263900,0,Amort. /Matériel d'emballage,Geb. afschr./Verpakkingsmaterieel,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
264000,0,Emballages récupérables,Recupeerbare verpakkingen,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
264900,0,Amort. /Emballages récupérables,Geb. afschr./Recupereerbare verpakkingen,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
268000,0,Terrains & Bât. en nue propriété,Terreinen en gebouwen in naakte eigendom,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
268800,0,Plus-val./Terrains & Bât. en nue propr.,Geb. meerwaarden/Terr. en geb. in naakte,,,,D,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
268900,0,Amort. /Terrains & Bât. en nue propr.,Geb. afschr./Terr. en geb. in naakte eig,,,,C,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
27,1,Immobilis. corp. en cours & acptes versé,Va. activa in aanbouw en vooruitbetaling,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
270,1,Immobilisations en cours,Vaste activa in aanbouw,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
270000,0,Constructions en cours,Gebouwen in aanbouw,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
270100,0,"Install., machines et outillage en cours","Installatie, machines en uitrusting in a",,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
270200,0,Mobilier et matériel roulant en cours,Meubilair en rollend materieel in aanbou,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
270300,0,Autres immobilisations corp. en cours,Overige materiële vaste activa in aanbou,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
271,1,Avances & acptes versés / immob.en cours,Voorschotten & vooruitbetalingen/V.A. in,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
271000,0,Avances & acptes versés / immob.en cours,Voorschotten & vooruitbetalingen/V.A. in,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
28,1,Immobilisations financières,Financiële vaste activa,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
280,1,Participation dans des entreprises liées,Deelnemingen in verbond. ondernemingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
280000,0,Valeur d'acquis. particip. entr. liées,Aanschaffinsgwaarde deelnemingen in verb,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
280100,0,Montts non app. part. entr. liées (-),Nog te storten bedragen deeln. in verb.,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
280800,0,Plus-values / particip. entr. liées,Geb. meerwaarden/Deelnemingen in verb. o,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
280900,0,Réd. Val. / particip. entr. liées (-),Geb. waardevermind./Deelnemingen in verb,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
281,1,Créances sur des entreprises liées,Vorderingen op verbonden ondernemingen,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
281000,0,Créances en compte / entreprises liées,Vorderingen op rekening / verbonden onde,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
281100,0,Effets à recevoir / entreprises liées,Te innen wissels / verbonden onderneming,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
281200,0,Titres à revenu fIxe / entr. liées,Vastrentende effecten / verbonden ondern,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
281700,0,Créances douteuses / entr. liées,Dubieuze debiteuren / verbonden ondernem,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,ASSETS,,,,,,2000-03-18 14:59:49,2000-03-18 14:59:49,BOB,0,,,0,,,,,,,0,,,BOB,2005-03-08 14:58:03,M,,0,,0,,,,0,0
