"HID,A,10","HDBK,A,4","HFYEAR,A,5","HMONTH,I,4","HDOCNO,I,4","HORDERNO,I,4","HDBTYPE,A,3","HYEAR,I,4","HCUSSUP,A,10","HDOCDATE,D,4","HDUEDATE,D,4","HREM,A,40","HAMOUNT,$,8","HCURRENCY,A,3","HCURAMN,$,8","HBASE,$,8","HVATCODE,A,10","HTAX,$,8","HTAXND,$,8","HSTATUS,A,1","HMATCHNO,I,4","HCLASS,A,1","HTEMP,L,1","HISCOST,L,1","HORIGIN,A,1","COST_DEPART,A,5","CONVCLASS,A,1","INTUSE1,I,4","COST_PER,A,6","COST_PERS,A,6","COST_MAGASIN,A,10"
400000,V01,2004,2,2004007,1,SAL,2004,ACE,2004-02-13,2004-03-14,,145.500000,,,,,,,,,,,0,,,,,,,
400000,V01,2004,3,2004008,1,SAL,2004,ACE,2004-03-02,2004-04-01,,670.500000,,,,,,,,,,,0,,,,,,,
400000,V01,2004,3,2004009,1,SAL,2004,AGFA,2004-03-02,2004-04-01,,16.000000,,,,,,,,,,,0,,,,,,,
400000,V01,2004,3,2004010,1,SAL,2004,BASF,2004-03-15,2004-03-15,,45.600000,,,,,,,,,,,0,,,,,,,
400000,V01,2004,3,2004011,1,SAL,2004,ACE,2004-03-20,2004-04-19,,60.500000,,,,,,,,,,,0,,,,,,,
400000,V01,2004,3,2004012,1,SAL,2004,ACE,2004-03-30,2004-04-29,,347.000000,,,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010001,1,SAL,2001,ASMA,2001-01-03,2001-01-03,,1677.640000,BEF,67676.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010002,1,SAL,2001,BASF,2001-01-03,2001-01-03,,1349.360000,BEF,54433.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010003,1,SAL,2001,ALTRIPAN,2001-01-03,2001-03-31,,245.140000,BEF,9889.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010004,1,SAL,2001,ASMA,2001-01-03,2001-01-03,,245.370000,BEF,9898.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010005,1,SAL,2001,ARTHAUD,2001-01-03,2001-02-02,,1524.500000,FRF,10000.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,1,20010006,1,SAL,2001,ATUNMED,2001-01-03,2001-03-31,,511.280000,DEM,1000.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010007,1,SAL,2001,BRICO,2001-02-02,2001-02-02,,1953.080000,BEF,78787.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010008,1,SAL,2001,CALLEBAUT,2001-02-02,2001-02-02,,220.330000,BEF,8888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010009,1,SAL,2001,DAMBOIS,2001-02-02,2001-02-02,,2203.480000,BEF,88888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010010,1,SAL,2001,EDUSOFT,2001-02-02,2001-02-02,,152.450000,FRF,1000.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010011,1,SAL,2001,FIDGENER,2001-02-02,2001-02-02,,222.830000,BEF,8989.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010012,1,SAL,2001,GEC_ALSTH,2001-02-02,2001-02-02,,247.300000,BEF,9976.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010013,1,SAL,2001,HEXCEL,2001-02-02,2001-02-02,,2448.320000,BEF,98765.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010014,1,SAL,2001,IBL,2001-02-02,2001-02-02,,24.470000,BEF,987.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010015,1,SAL,2001,IBL,2001-02-02,2001-02-02,,2228.510000,BEF,89898.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010016,1,SAL,2001,JANSSEN,2001-02-02,2001-02-02,,16.510000,BEF,666.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010017,1,SAL,2001,KIA,2001-02-02,2001-02-02,,244.820000,BEF,9876.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010018,1,SAL,2001,LALEMANT,2001-02-02,2001-02-02,,21.960000,BEF,886.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010019,1,SAL,2001,MARIECON,2001-02-02,2001-02-02,,2448.590000,BEF,98776.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010020,1,SAL,2001,NEW_HOLLAN,2001-02-02,2001-02-02,,247.870000,BEF,9999.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010021,1,SAL,2001,OMNISSA,2001-02-02,2001-02-02,,2451.070000,BEF,98876.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010022,1,SAL,2001,PERSON,2001-02-02,2001-02-02,,220.330000,BEF,8888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010023,1,SAL,2001,QUALIPHAR,2001-02-02,2001-02-02,,22.010000,BEF,888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010024,1,SAL,2001,RENAULT_IN,2001-02-02,2001-02-02,,2203.480000,BEF,88888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010025,1,SAL,2001,SALESKIT,2001-02-02,2001-02-02,,247.870000,BEF,9999.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010026,1,SAL,2001,UNION_MIN,2001-02-02,2001-02-02,,220.330000,BEF,8888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010027,1,SAL,2001,VAMOS,2001-02-02,2001-02-02,,220.330000,BEF,8888.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010028,1,SAL,2001,WICKLER,2001-02-02,2001-02-02,,220.060000,BEF,8877.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,2,20010029,1,SAL,2001,YVAN_PAQUE,2001-02-02,2001-02-02,,192.790000,BEF,7777.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,3,20010030,1,SAL,2001,ACE,2001-03-21,2001-04-20,,159.770000,BEF,6445.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,3,20010031,1,SAL,2001,ALTRIPAN,2001-03-21,2001-05-31,,247.870000,BEF,9999.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,3,20010032,1,SAL,2001,ATUNMED,2001-03-21,2001-05-31,,10737.140000,DEM,21000.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,4,20010033,1,SAL,2001,ACE,2001-04-04,2001-05-04,,137.430000,BEF,5544.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,4,20010034,1,SAL,2001,TABACCOMAT,2001-04-04,2001-04-04,,192.810000,BEF,7778.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,5,20010035,1,SAL,2001,ACE,2001-05-21,2001-06-20,,167.720000,BEF,6766.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,5,20010036,1,SAL,2001,BASF,2001-05-21,2001-05-21,,19.260000,BEF,777.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,5,20010037,1,SAL,2001,CALLEBAUT,2001-05-21,2001-05-21,,21784.310000,BEF,878777.000000,,,,,,,,,0,,,,,,,
400000,V02,2001,5,20010038,1,SAL,2001,EDUSOFT,2001-05-21,2001-05-21,,152.450000,FRF,1000.000000,,,,,,,,,0,,,,,,,
400000,V99,2001,1,20010001,1,SAC,2001,ACE,2001-01-01,2001-01-31,,-495.760000,BEF,-19999.000000,,,,,,,,,0,,,,,,,
400000,V99,2001,1,20010002,1,SAC,2001,ACE,2001-01-01,2001-01-31,,-245.120000,BEF,-9888.000000,,,,,,,,,0,,,,,,,
400000,V99,2001,1,20010003,1,SAC,2001,ARBO,2001-01-01,2001-01-31,,-22.010000,BEF,-888.000000,,,,,,,,,0,,,,,,,
400000,V99,2003,12,20030001,1,SAC,2003,ACE,2003-12-11,2004-01-10,,-124.000000,,,,,,,,,,,0,,,,,,,
404000,DI0,2002,0,20020001,23,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,3594.460000,,,,,,,,,O,,0,,,,,,,
404000,DI1,2002,1,20020006,1,PRI,2002,,2002-01-01,2002-01-01,,-3594.460000,,,,,,,T,1,,0,0,,,,,,,
404000,DI2,2001,1,20010003,19,PRI,2001,,2001-01-01,2001-01-01,,3594.460000,BEF,145000.000000,,,,,T,1,,0,0,,,,,,,
418000,DI0,2002,0,20020001,24,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,1611.310000,,,,,,,,,O,,0,,,,,,,
418000,DI0,2003,0,20030001,24,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,1611.310000,,,,,,,,,O,,0,,,,,,,
418000,DI0,2004,0,20040001,28,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,1611.310000,,,,,,,,,O,,0,,,,,,,
418000,DI0,2005,0,20050001,29,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,1611.310000,,,,,,,,,O,,0,,,,,,,
418000,DI2,2001,1,20010003,20,PRI,2001,,2001-01-01,2001-01-01,,1611.310000,BEF,65000.000000,,,,,,,,,0,,,,,,,
422100,DI0,2002,0,20020001,25,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-6026.860000,,,,,,,,,O,,0,,,,,,,
422100,DI0,2003,0,20030001,25,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-6026.860000,,,,,,,,,O,,0,,,,,,,
422100,DI0,2004,0,20040001,29,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-6026.860000,,,,,,,,,O,,0,,,,,,,
422100,DI0,2005,0,20050001,30,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-6026.860000,,,,,,,,,O,,0,,,,,,,
422100,DI2,2001,1,20010003,21,PRI,2001,,2001-01-01,2001-01-01,,-6026.860000,BEF,-243123.000000,,,,,,,,,0,,,,,,,
423000,DI0,2002,0,20020001,26,PRI,2002,,2002-01-01,2002-01-01,Ouverture Automatique,-49578.700000,,,,,,,,,O,,0,,,,,,,
423000,DI0,2003,0,20030001,26,PRI,2003,,2003-01-01,2003-01-01,Ouverture Automatique,-49578.700000,,,,,,,,,O,,0,,,,,,,
423000,DI0,2004,0,20040001,30,PRI,2004,,2004-01-01,2004-01-01,Ouverture Automatique,-49578.700000,,,,,,,,,O,,0,,,,,,,
423000,DI0,2005,0,20050001,31,PRI,2005,,2005-01-01,2005-01-01,Ouverture Automatique,-49578.700000,,,,,,,,,O,,0,,,,,,,
423000,DI2,2001,1,20010003,22,PRI,2001,,2001-01-01,2001-01-01,,-49578.700000,BEF,-2000000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,1,20010001,1,PUR,2001,ATLASED1,2001-01-01,2001-01-01,,-619.730000,CHF,-1000.000000,,,,,,0,,0,0,,,,,,,
440000,A01,2001,1,20010002,1,PUR,2001,ATLASED1,2001-01-01,2001-01-01,,-1239.470000,CHF,-2000.000000,,,,,,0,,0,0,,,,,,,
440000,A01,2001,2,20010004,1,PUR,2001,ACE,2001-02-02,2001-02-02,,-195.290000,BEF,-7878.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,2,20010005,1,PUR,2001,ACE,2001-02-02,2001-04-30,,-2228.510000,BEF,-89898.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,2,20010006,1,PUR,2001,ADDELHAIZE,2001-02-02,2001-03-04,,-225.340000,BEF,-9090.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010007,1,PUR,2001,ACE,2001-03-03,2001-05-31,,-245.370000,BEF,-9898.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010008,1,PUR,2001,AGIO,2001-03-03,2001-03-03,,-245.640000,BEF,-9909.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010009,1,PUR,2001,ALZ,2001-03-03,2001-03-03,,-222.830000,BEF,-8989.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010010,1,PUR,2001,ARTHAUD,2001-03-03,2001-03-03,,-152.450000,FRF,-1000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010011,1,PUR,2001,ASSOCIATIO,2001-03-03,2001-03-03,,-2253.530000,BEF,-90907.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,3,20010012,1,PUR,2001,BEKAERT,2001-03-03,2001-03-03,,-19525.930000,BEF,-787674.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,4,20010013,1,PUR,2001,AGFA,2001-04-04,2001-05-04,,-1000.000000,,0.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,4,20010014,1,PUR,2001,ACE,2001-04-04,2001-06-30,,-195.290000,BEF,-7878.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,4,20010015,1,PUR,2001,ARTHAUD,2001-04-04,2001-04-04,,-152.450000,FRF,-1000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,4,20010016,1,PUR,2001,ATLASED1,2001-04-04,2001-05-04,,-1000.000000,CHF,-1000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,4,20010017,1,PUR,2001,BAXTER_TRA,2001-04-04,2001-04-04,,-225.310000,BEF,-9089.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010019,1,PUR,2001,ADDELHAIZE,2001-05-05,2001-06-04,,-245.370000,BEF,-9898.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010020,1,PUR,2001,ARTHAUD,2001-05-05,2001-05-05,,-136.910000,FRF,-898.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010021,1,PUR,2001,ATLASED1,2001-05-05,2001-06-04,,-1000.000000,CHF,-1000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010022,1,PUR,2001,BAXTER_TRA,2001-05-05,2001-05-05,,-2176.160000,BEF,-87786.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010023,1,PUR,2001,BEKAERT,2001-05-05,2001-05-05,,-2226.310000,BEF,-89809.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010024,1,PUR,2001,BEKAERT,2001-05-05,2001-05-05,,-16.510000,BEF,-666.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010025,1,PUR,2001,AUSTRIANAS,2001-05-05,2001-05-05,,-214.800000,BEF,-8665.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010026,1,PUR,2001,ADDELHAIZE,2001-05-20,2001-06-19,,-880.890000,BEF,-35535.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010027,1,PUR,2001,BAXTER_TRA,2001-05-20,2001-05-20,,-159.470000,BEF,-6433.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010028,1,PUR,2001,CARGILL,2001-05-20,2001-05-20,,-107.390000,BEF,-4332.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010029,1,PUR,2001,EPARCO,2001-05-20,2001-05-20,,-35.520000,BEF,-1433.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010030,1,PUR,2001,FAB_FER,2001-05-20,2001-05-20,,-134.680000,BEF,-5433.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010031,1,PUR,2001,GENELIFE,2001-05-20,2001-05-20,,-162.200000,BEF,-6543.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010032,1,PUR,2001,KOMPASSL,2001-05-20,2001-05-20,,-162.490000,BEF,-6555.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010033,1,PUR,2001,MARUBENI,2001-05-20,2001-05-20,,-1073.920000,BEF,-43322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010034,1,PUR,2001,TEC,2001-05-20,2001-05-20,,-16225.720000,BEF,-654544.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,5,20010035,1,PUR,2001,ZUIVELUNIE,2001-05-20,2001-05-20,,-1625.040000,BEF,-65554.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010036,1,PUR,2001,ACE,2001-06-23,2001-08-31,,-30.040000,BEF,-1212.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010037,1,PUR,2001,AGIO,2001-06-23,2001-06-23,,-187.260000,BEF,-7554.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010038,1,PUR,2001,BAXTER_TRA,2001-06-23,2001-06-23,,-1624.770000,BEF,-65543.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010039,1,PUR,2001,DISTRIGAZ,2001-06-23,2001-06-23,,-1123.500000,BEF,-45322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010040,1,PUR,2001,INTRAMET,2001-06-23,2001-06-23,,-134.680000,BEF,-5433.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010041,1,PUR,2001,KOMPASSL,2001-06-23,2001-06-23,,-1352.110000,BEF,-54544.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,6,20010042,1,PUR,2001,UNIROYAL,2001-06-23,2001-06-23,,-1073.920000,BEF,-43322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010043,1,PUR,2001,ACE,2001-07-30,2001-09-30,,-107.140000,BEF,-4322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010044,1,PUR,2001,ARIA,2001-07-30,2001-07-30,,-79.870000,BEF,-3222.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010045,1,PUR,2001,ASSOCIATIO,2001-07-30,2001-07-30,,-1068.690000,BEF,-43111.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010046,1,PUR,2001,CITROEN,2001-07-30,2001-07-30,,-7987.400000,BEF,-322211.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010047,1,PUR,2001,BRIDGESTON,2001-07-30,2001-07-30,,-796.010000,BEF,-32111.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,7,20010048,1,PUR,2001,EUROFOIL,2001-07-30,2001-07-30,,-1098.710000,BEF,-44322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,9,20010049,1,PUR,2001,ACE,2001-09-09,2001-11-30,,-798.760000,BEF,-32222.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,9,20010050,1,PUR,2001,AGIO,2001-09-09,2001-09-09,,-1346.880000,BEF,-54333.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,9,20010051,1,PUR,2001,VOLKSWAGEN,2001-09-09,2001-09-09,,-7987.670000,BEF,-322222.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,10,20010052,1,PUR,2001,ACE,2001-10-30,2001-12-31,,-131.930000,BEF,-5322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,10,20010053,1,PUR,2001,ATLASED1,2001-10-30,2001-11-29,,-1000.000000,CHF,-1000.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,10,20010054,1,PUR,2001,PARTEK,2001-10-30,2001-10-30,,-1131.510000,BEF,-45645.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,11,20010055,1,PUR,2001,ACE,2001-11-11,2002-01-31,,-55.600000,BEF,-2243.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,11,20010056,1,PUR,2001,BAXTER_TRA,2001-11-11,2001-11-11,,-107.140000,BEF,-4322.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,11,20010057,1,PUR,2001,HOECHST,2001-11-11,2001-11-11,,-823.550000,BEF,-33222.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,12,20010058,1,PUR,2001,ACE,2001-12-12,2002-02-28,,-1074.200000,BEF,-43333.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,12,20010059,1,PUR,2001,BAXTER_TRA,2001-12-12,2001-12-12,,-11237.810000,BEF,-453332.000000,,,,,,,,,0,,,,,,,
440000,A01,2001,12,20010060,1,PUR,2001,PEUGEOT,2001-12-12,2001-12-12,,-110400.450000,BEF,-4453543.000000,,,,,,,,,0,,,,,,,
440000,A01,2002,1,20020002,1,PUR,2002,AGIO,2002-01-03,2002-01-03,,-276.250000,,,,,,,,0,,0,0,,,,,,,
440000,A01,2002,1,20020004,1,PUR,2002,VW,2002-01-04,2002-01-04,,-29995.120000,,,,,,,,0,,0,0,,,,,,,
440000,A01,2002,1,20020005,1,PUR,2002,ASSOCIATIO,2002-01-04,2002-01-04,,-2726.830000,,,,,,,,0,,0,0,,,,,,,
440000,A01,2002,1,20020006,1,PUR,2002,ATLASED1,2002-01-01,2002-01-01,,-95575.970000,CHF,-154221.000000,,,,,,0,,0,0,,,,,,,
440000,A01,2002,1,20020009,1,PUR,2002,AGIO,2002-01-01,2002-01-01,,-118.670000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,1,20020010,1,PUR,2002,AGIO,2002-01-01,2002-01-01,,-12.070000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,1,20020011,1,PUR,2002,ARTHAUD,2002-01-01,2002-01-01,,-660.980000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,1,20020012,1,PUR,2002,ARIA,2002-01-01,2002-01-01,,-11.250000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,1,20020015,1,PUR,2002,AGFA,2002-01-03,2002-02-02,,-132.000000,,0.000000,,,,,,,,,0,,,,,,,
440000,A01,2002,2,20020017,1,PUR,2002,ARTHAUD,2002-02-21,2002-02-21,,-15.250000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,2,20020018,1,PUR,2002,CORA_SA,2002-02-21,2002-02-21,,-19.260000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,2,20020019,1,PUR,2002,GOLDATA,2002-02-21,2002-02-21,,-1928.040000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,2,20020020,1,PUR,2002,JETAIRE,2002-02-21,2002-02-21,,-164.950000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020013,1,PUR,2002,ADDELHAIZE,2002-03-21,2002-04-20,,-220.330000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020014,1,PUR,2002,AGIO,2002-03-21,2002-03-21,,-22.260000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020016,1,PUR,2002,AGFA,2002-03-21,2002-04-20,,-1000.000000,,0.000000,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020018,1,PUR,2002,ACE,2002-03-21,2002-05-31,,-198.040000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020021,1,PUR,2002,ACE,2002-03-21,2002-05-31,,-165.250000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020022,1,PUR,2002,ACE,2002-03-22,2002-05-31,,-1327.540000,,,,,,,,,,,0,,,,,,,
440000,A01,2002,3,20020023,1,PUR,2002,PEUGEOT,2002-03-22,2002-03-22,,-107197.690000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,4,20030017,1,PUR,2003,ADDELHAIZE,2003-04-11,2003-05-11,,-450.870000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,4,20030018,1,PUR,2003,VW,2003-04-25,2003-05-25,,-376.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,6,20030019,1,PUR,2003,ADDELHAIZE,2003-06-25,2003-07-25,,-4563.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,8,20030020,1,PUR,2003,ADDELHAIZE,2003-08-07,2003-09-06,,-15.870000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,8,20030021,1,PUR,2003,VW,2003-08-10,2003-09-09,,-64.790000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,12,20030022,1,PUR,2003,ADDELHAIZE,2003-12-13,2004-01-12,,-642.990000,,,,,,,,,,,0,,,,,,,
440000,A01,2003,12,20030023,1,PUR,2003,AGF,2003-12-13,2004-02-29,,-367.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,1,20040001,1,PUR,2004,ADDELHAIZE,2004-01-03,2004-02-02,,-450.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,1,20040002,1,PUR,2004,ACE,2004-01-10,2004-03-31,,-34.900000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,1,20040003,1,PUR,2004,AGFA,2004-01-15,2004-02-14,,-78.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,2,20040004,1,PUR,2004,ADDELHAIZE,2004-02-04,2004-03-05,,-90.500000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,2,20040005,1,PUR,2004,VW,2004-02-12,2004-03-13,,-507.500000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,2,20040006,1,PUR,2004,ASSOCIATIO,2004-02-12,2004-02-12,,-35.900000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,2,20040007,1,PUR,2004,ADDELHAIZE,2004-02-20,2004-03-21,,-45.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,3,20040008,1,PUR,2004,ADDELHAIZE,2004-03-02,2004-04-01,,-120.500000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,3,20040009,1,PUR,2004,VW,2004-03-15,2004-04-14,,-45.500000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,3,20040010,1,PUR,2004,ADDELHAIZE,2004-03-20,2004-04-19,,-560.000000,,,,,,,,,,,0,,,,,,,
440000,A01,2004,3,20040011,1,PUR,2004,ACE,2004-03-25,2004-05-31,,-14.700000,,,,,,,,,,,0,,,,,,,
440000,A02,2001,1,20010001,1,PUR,2001,ADDELHAIZE,2001-01-01,2001-01-01,,-11037.930000,BEF,-445269.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,1,20010002,1,PUR,2001,ARIA,2001-01-01,2001-01-01,,-195.290000,BEF,-7878.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,1,20010003,1,PUR,2001,AGIO,2001-01-01,2001-01-01,,-22.530000,BEF,-909.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,2,20010004,1,PUR,2001,ALZ,2001-02-02,2001-02-02,,-244.870000,BEF,-9878.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,2,20010005,1,PUR,2001,ASSOCIATIO,2001-02-02,2001-02-02,,-2208.680000,BEF,-89098.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,2,20010006,1,PUR,2001,ATLASED1,2001-02-02,2001-03-04,,-10000.000000,CHF,-10000.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,2,20010007,1,PUR,2001,ATUNMED,2001-02-02,2001-02-02,,-3821.400000,DEM,-7474.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,3,20010008,1,PUR,2001,ACE,2001-03-03,2001-05-31,,-1953.080000,BEF,-78787.000000,,,,,,,,,0,,,,,,,
440000,A02,2001,3,20010009,1,PUR,2001,AGIO,2001-03-03,2001-03-03,,-222.830000,BEF,-8989.000000,,,,,,,,,0,,,,,,,
440000,A02,2002,1,20020002,1,PUR,2002,ADDELHAIZE,2002-01-02,2002-02-01,,-195.270000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,1,20020003,1,PUR,2002,VW,2002-01-02,2002-02-01,,-19.260000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,1,20020004,1,PUR,2002,ARTHAUD,2002-01-02,2002-01-02,,-152.450000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,1,20020005,1,PUR,2002,ASSOCIATIO,2002-01-02,2002-01-02,,-22.260000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,2,20020006,1,PUR,2002,VW,2002-02-02,2002-03-03,,-195.290000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,2,20020007,1,PUR,2002,VW,2002-02-03,2002-03-04,,-19.460000,,,,,,,,,,,0,,,,,,,
440000,A02,2002,2,20020008,1,PUR,2002,ARIA,2002-02-03,2002-02-03,,-21.740000,,,,,,,,,,,0,,,,,,,
