id,name,date_dep,partner_id:id,method,tax_id:id,total_neg
deposit25176,25176,2004-03-10,auction_db.partner1,contact,,t
deposit25263,25263,2004-03-10,auction_db.partner1,contact,,t
deposit25229,25229,2004-03-10,auction_db.partner1,contact,,t
deposit24789,24789,2004-03-10,auction_db.partner425,contact,,t
deposit24132,24132,2004-03-10,auction_db.partner1,contact,,t
deposit24129,24129,2004-03-10,auction_db.partner1,contact,,t
deposit24110,24110,2004-03-10,auction_db.partner1,contact,,t
deposit24111,24111,2004-03-10,auction_db.partner1,contact,,t
deposit372,25690,2004-04-27,auction_db.partner320,contact,,t
deposit24272,24272,2004-03-10,auction_db.partner1,contact,,t
deposit24478,24478,2004-03-10,auction_db.partner1,contact,,t
deposit24202,24202,2004-03-10,auction_db.partner1,contact,,t
deposit25196,25196,2004-03-10,auction_db.partner1,contact,,t
deposit25287,25287,2004-03-10,auction_db.partner1,contact,,t
deposit23706,23706,2004-03-10,auction_db.partner1,contact,,t
deposit24237,24237,2004-03-10,auction_db.partner1,contact,,t
deposit23809,23809,2004-03-10,auction_db.partner1,contact,,t
deposit24703,24703,2004-03-10,auction_db.partner1,contact,,t
deposit24740,24740,2004-03-10,auction_db.partner1,contact,,t
deposit24793,24793,2004-03-10,auction_db.partner1,contact,,t
deposit102,25543,2004-03-18,auction_db.partner114,contact,,t
deposit23701,23701,2004-03-10,auction_db.partner1,contact,,t
deposit25426,25426,2004-03-10,auction_db.partner1,contact,,t
deposit105,25545,2004-03-18,auction_db.partner114,contact,,t
deposit695,24274,2004-05-29,auction_db.partner471,contact,,t
deposit106,25336,2004-03-18,auction_db.partner117,contact,,t
deposit364,25648,2004-04-23,auction_db.partner312,contact,,t
deposit107,25535,2004-03-18,auction_db.partner118,contact,,t
deposit188,25231,2004-03-25,auction_db.partner172,contact,,t
deposit25483,25483,2004-03-10,auction_db.partner1,contact,,t
deposit25428,25428,2004-03-10,auction_db.partner1,contact,,t
deposit25394,25394,2004-03-10,auction_db.partner1,contact,,t
deposit25469,25469,2004-03-10,auction_db.partner1,contact,,t
deposit47,25356,2004-03-11,auction_db.partner_unknown,contact,,t
deposit749,25821,2004-05-31,auction_db.partner169,contact,,t
deposit208,24059,2004-03-29,auction_db.partner192,contact,,t
deposit365,25614,2004-04-23,auction_db.partner313,contact,,t
deposit209,23445,2004-03-29,auction_db.partner194,contact,,t
deposit258,25619,2004-04-06,auction_db.partner248,contact,,t
deposit219,25588,2004-03-30,auction_db.partner202,contact,,t
deposit98,23990,2004-03-18,auction_db.partner234,contact,,t
deposit267,25631,2004-04-08,auction_db.partner260,contact,,t
deposit747,25043,2004-05-30,auction_db.partner489,contact,,t
deposit25454,25454,2004-03-10,auction_db.partner158,contact,,t
deposit318,24247,2004-04-21,auction_db.partner359,contact,,t
deposit220,25444,2004-03-30,auction_db.partner203,contact,,t
deposit723,23531,2004-05-30,auction_db.partner485,contact,,t
deposit724,23040,2004-05-30,auction_db.partner486,contact,,t
deposit238,25592,2004-04-01,auction_db.partner222,contact,,t
deposit25480,25480,2004-03-10,auction_db.partner1,contact,,t
deposit274,25322,2004-04-09,auction_db.partner179,contact,,t
deposit264,25629,2004-04-08,auction_db.partner258,contact,,t
deposit218,25445,2004-03-30,auction_db.partner201,contact,,t
deposit72,25013,2004-03-18,auction_db.partner217,contact,,t
deposit268,25635,2004-04-08,auction_db.partner261,contact,,t
deposit746,24068,2004-05-30,auction_db.partner488,contact,,t
deposit702,25814²,2004-05-30,auction_db.partner_unknown,contact,,t
deposit279,25538,2004-03-17,auction_db.partner273,contact,,t
deposit248,25237,2004-04-05,auction_db.partner240,contact,,t
deposit216,25461,2004-03-30,auction_db.partner199,contact,,t
deposit241,24597,2004-04-01,auction_db.partner224,contact,,t
deposit99,25095,2004-03-18,auction_db.partner120,contact,,t
deposit240,25593,2004-04-01,auction_db.partner223,contact,,t
deposit858,25120,2004-06-02,auction_db.partner519,contact,,t
deposit326,25179,2004-04-21,auction_db.partner1,contact,,t
deposit262,25627,2004-04-07,auction_db.partner255,contact,,t
deposit224,25015,2004-03-31,auction_db.partner207,contact,,t
deposit696,25274,2004-05-29,auction_db.partner471,contact,,t
deposit74,25248,2004-03-18,auction_db.partner169,contact,,t
deposit232,24532,2004-03-31,auction_db.partner130,contact,,t
deposit617,25017,2004-05-06,auction_db.partner409,contact,,t
deposit350,24848,2004-04-22,auction_db.partner300,contact,,t
deposit25465,25465,2004-03-10,auction_db.partner1,contact,,t
deposit283,25651,2004-04-19,auction_db.partner277,contact,,t
deposit619,25024,2004-05-06,auction_db.partner411,contact,,t
deposit359,24890,2003-09-22,auction_db.partner307,contact,,t
deposit127,25254,2004-03-23,auction_db.partner139,contact,,t
deposit247,25594,2004-04-05,auction_db.partner239,contact,,t
deposit317,24232,2004-04-21,auction_db.partner130,contact,,t
deposit308,25108,2004-04-21,auction_db.partner130,contact,,t
deposit300,24569,2004-04-21,auction_db.partner1,contact,,t
deposit191,25259,2004-03-25,auction_db.partner175,contact,,t
deposit230,24488,2004-03-31,auction_db.partner_unknown,contact,,t
deposit290,25632,2004-04-21,auction_db.partner282,contact,,t
deposit338,24560,2004-04-21,auction_db.partner14,contact,,t
deposit341,25030,2004-04-21,auction_db.partner293,contact,,t
deposit286,25613,2004-04-20,auction_db.partner278,contact,,t
deposit346,25674,2004-04-22,auction_db.partner297,contact,,t
deposit297,22932,2004-04-21,auction_db.partner1,contact,,t
deposit298,23765,2004-04-21,auction_db.partner1,contact,,t
deposit299,24461,2004-04-21,auction_db.partner1,contact,,t
deposit387,25434,2004-04-28,auction_db.partner_unknown,contact,,t
deposit410,25075,2004-04-29,auction_db.partner_unknown,contact,,t
deposit889,25079,2004-06-03,auction_db.partner_unknown,contact,,t
deposit304,24882,2004-04-21,auction_db.partner1,contact,,t
deposit43,25371,2004-03-11,auction_db.partner_unknown,contact,,t
deposit306,24908,2004-04-21,auction_db.partner1,contact,,t
deposit307,25083,2004-04-21,auction_db.partner1,contact,,t
deposit309,25118,2004-04-21,auction_db.partner1,contact,,t
deposit310,22970,2004-04-21,auction_db.partner1,contact,,t
deposit311,23776,2004-04-21,auction_db.partner1,contact,,t
deposit312,23800,2004-04-21,auction_db.partner1,contact,,t
deposit313,23811,2004-04-21,auction_db.partner1,contact,,t
deposit192,25420,2004-03-25,auction_db.partner176,contact,,t
deposit699,19371,2004-05-30,auction_db.partner474,contact,,t
deposit701,24944,2004-05-30,auction_db.partner476,contact,,t
deposit314,23845,2004-04-21,auction_db.partner1,contact,,t
deposit315,24054,2004-04-21,auction_db.partner1,contact,,t
deposit692,25800,2004-05-29,auction_db.partner468,contact,,t
deposit316,2423,2004-04-21,auction_db.partner1,contact,,t
deposit277,25615,2004-04-09,auction_db.partner270,contact,,t
deposit319,24370,2004-04-21,auction_db.partner1,contact,,t
deposit280,25641,2004-04-09,auction_db.partner274,contact,,t
deposit603,25242,2004-05-03,auction_db.partner395,contact,,t
deposit320,24664,2004-04-21,auction_db.partner1,contact,,t
deposit321,24792,2004-04-21,auction_db.partner1,contact,,t
deposit322,24895,2004-04-21,auction_db.partner1,contact,,t
deposit273,25437,2004-04-08,auction_db.partner267,contact,,t
deposit323,25005,2004-04-21,auction_db.partner1,contact,,t
deposit324,25012,2004-04-21,auction_db.partner1,contact,,t
deposit415,25241,2004-04-29,auction_db.partner356,contact,,t
deposit857,25757,2004-06-02,auction_db.partner518,contact,,t
deposit202,25398,2004-03-26,auction_db.partner187,contact,,t
deposit330,25271,2004-04-21,auction_db.partner1,contact,,t
deposit331,25346,2004-04-21,auction_db.partner1,contact,,t
deposit333,25364,2004-04-21,auction_db.partner1,contact,,t
deposit334,25395,2004-04-21,auction_db.partner1,contact,,t
deposit336,24661,2004-04-21,auction_db.partner290,contact,,t
deposit357,25065,2004-04-22,auction_db.partner306,contact,,t
deposit450,25657,2004-05-03,auction_db.partner392,contact,,t
deposit417,25194,2004-04-30,auction_db.partner358,contact,,t
deposit395,25703,2004-04-29,auction_db.partner341,contact,,t
deposit393,25238,2004-04-28,auction_db.partner339,contact,,t
deposit422,25714,2004-04-30,auction_db.partner359,contact,,t
deposit370,25676,2004-04-27,auction_db.partner318,contact,,t
deposit632,25748,2004-05-04,auction_db.partner_unknown,contact,,t
deposit384,25646,2004-04-28,auction_db.partner242,contact,,t
deposit809,25737,2004-06-01,auction_db.partner_unknown,contact,,t
deposit371,25644,2004-04-27,auction_db.partner319,contact,,t
deposit382,25697,2004-04-28,auction_db.partner330,contact,,t
deposit606,25723,2004-05-04,auction_db.partner397,contact,,t
deposit401,25701,2004-04-29,auction_db.partner348,contact,,t
deposit623,25733,2004-05-10,auction_db.partner_unknown,contact,,t
deposit377,25634,2004-04-27,auction_db.partner_unknown,contact,,t
deposit425,25533,2004-04-30,auction_db.partner371,contact,,t
deposit379,25032,2004-04-27,auction_db.partner327,contact,,t
deposit373,25622,2004-04-27,auction_db.partner321,contact,,t
deposit378,25463,2004-04-27,auction_db.partner_unknown,contact,,t
deposit406,25691,2004-04-29,auction_db.partner351,contact,,t
deposit399,25675,2004-04-29,auction_db.partner343,contact,,t
deposit448,24024,2004-04-30,auction_db.partner390,contact,,t
deposit223,25081,2004-03-31,auction_db.partner140,contact,,t
deposit375,25695,2004-04-27,auction_db.partner323,contact,,t
deposit670,25790,2004-05-26,auction_db.partner_unknown,contact,,t
deposit386,25702,2004-04-28,auction_db.partner333,contact,,t
deposit673,25791,2004-05-26,auction_db.partner457,contact,,t
deposit408,25708,2004-04-29,auction_db.partner353,contact,,t
deposit142,25311,2004-03-24,auction_db.partner154,contact,,t
deposit421,25717,2004-04-30,auction_db.partner366,contact,,t
deposit449,24973,2004-04-30,auction_db.partner391,contact,,t
deposit25405,25405,2004-03-10,auction_db.partner1,contact,,t
deposit388,25699,2004-04-28,auction_db.partner335,contact,,t
deposit611,25672,2004-05-05,auction_db.partner403,contact,,t
deposit675,25788,2004-05-26,auction_db.partner458,contact,,t
deposit394,25655,2004-04-28,auction_db.partner340,contact,,t
deposit672,25776,2004-05-26,auction_db.partner455,contact,,t
deposit97,24992,2004-03-18,auction_db.partner14,contact,,t
deposit638,25481,2004-05-13,auction_db.partner_unknown,contact,,t
deposit805,25829,2004-06-01,auction_db.partner_unknown,contact,,t
deposit426,25639,2004-04-30,auction_db.partner370,contact,,t
deposit427,24688,2004-04-30,auction_db.partner372,contact,,t
deposit412,25645,2004-04-29,auction_db.partner242,contact,,t
deposit985,25563,2004-06-03,auction_db.partner535,contact,,t
deposit447,25023,2003-09-08,auction_db.partner_unknown,contact,,t
deposit398,25683,2004-04-29,auction_db.partner_unknown,contact,,t
deposit659,25725,2004-05-19,auction_db.partner443,contact,,t
deposit256,25621,2004-04-06,auction_db.partner_unknown,contact,,t
deposit680,25783,2004-05-27,auction_db.partner186,contact,,t
deposit811,25803,2004-06-02,auction_db.partner500,contact,,t
deposit813,23808,2004-06-02,auction_db.partner503,contact,,t
deposit301,24653,2004-04-21,auction_db.partner1,contact,,t
deposit873,25834,2004-06-03,auction_db.partner236,contact,,t
deposit367,25649,2004-04-23,auction_db.partner315,contact,,t
deposit414,25677,2004-04-29,auction_db.partner355,contact,,t
deposit1131,25422,2004-06-24,auction_db.partner_unknown,contact,,t
deposit403,25705,2004-04-29,auction_db.partner347,contact,,t
deposit823,24989,2004-06-02,auction_db.partner508,contact,,t
deposit292,25671,2004-04-21,auction_db.partner285,contact,,t
deposit867,25198,2004-06-03,auction_db.partner523,contact,,t
deposit661,25774,2004-05-24,auction_db.partner444,contact,,t
deposit686,25808,2004-05-23,auction_db.partner465,contact,,t
deposit851,23509,2004-06-02,auction_db.partner513,contact,,t
deposit101,25490,2004-03-18,auction_db.partner113,contact,,t
deposit383,25696,2004-04-28,auction_db.partner331,contact,,t
deposit852,22968,2004-06-02,auction_db.partner514,contact,,t
deposit682,25795,2004-05-27,auction_db.partner_unknown,contact,,t
deposit618,25727,2004-05-06,auction_db.partner410,contact,,t
deposit854,23306,2004-06-02,auction_db.partner515,contact,,t
deposit663,25764,2004-05-24,auction_db.partner446,contact,,t
deposit269,25583,2004-04-08,auction_db.partner263,contact,,t
deposit855,24871,2004-06-02,auction_db.partner516,contact,,t
deposit658,25763,2004-05-19,auction_db.partner442,contact,,t
deposit806,25804,2004-06-01,auction_db.partner244,contact,,t
deposit856,25812,2004-06-02,auction_db.partner517,contact,,t
deposit391,25289,2004-04-28,auction_db.partner_unknown,contact,,t
deposit25412,25412,2004-03-10,auction_db.partner1,contact,,t
deposit261,25626,2004-04-07,auction_db.partner254,contact,,t
deposit612,25732,2004-05-05,auction_db.partner_unknown,contact,,t
deposit667,25789,2004-05-25,auction_db.partner450,contact,,t
deposit428,25603,2004-04-30,auction_db.partner373,contact,,t
deposit360,25510,2004-04-22,auction_db.partner_unknown,contact,,t
deposit288,25659,2004-04-20,auction_db.partner281,contact,,t
deposit646,25743,2004-05-17,auction_db.partner437,contact,,t
deposit649,25758,2004-05-18,auction_db.partner439,contact,,t
deposit270,25487,2004-04-08,auction_db.partner_unknown,contact,,t
deposit808,25875,2004-06-01,auction_db.partner433,contact,,t
deposit1134,25792,2004-06-26,auction_db.partner454,contact,,t
deposit824,25406,2004-06-02,auction_db.partner509,contact,,t
deposit666,25786,2004-05-25,auction_db.partner394,contact,,t
deposit825,23795,2004-06-02,auction_db.partner510,contact,,t
deposit1132,24589,2004-06-26,auction_db.partner_unknown,contact,,t
deposit634,25729,2004-05-05,auction_db.partner150,contact,,t
deposit640,25871,2004-05-13,auction_db.partner429,contact,,t
deposit1257,25917,2004-08-23,auction_db.partner_unknown,contact,,t
deposit199,25301,2004-03-26,auction_db.partner184,contact,,t
deposit647,25720,2004-05-17,auction_db.partner438,contact,,t
deposit1032,25068,2004-06-06,auction_db.partner_unknown,contact,,t
deposit266,25633,2004-04-08,auction_db.partner259,contact,,t
deposit25,25495,2004-03-11,auction_db.partner33,contact,,t
deposit1199,25207,2004-07-09,auction_db.partner_unknown,contact,,t
deposit221,25414,2004-03-30,auction_db.partner204,contact,,t
deposit645,25876,2004-05-16,auction_db.partner434,contact,,t
deposit1462,26051,2004-09-16,auction_db.partner186,contact,,t
deposit115,25550,2004-03-19,auction_db.partner128,contact,,t
deposit25467,25467,2004-03-10,auction_db.partner1,contact,,t
deposit868,25199,2004-06-03,auction_db.partner523,contact,,t
deposit1025,25074,2004-06-06,auction_db.partner566,contact,,t
deposit1026,25069,2004-06-06,auction_db.partner567,contact,,t
deposit1027,25063,2004-06-06,auction_db.partner306,contact,,t
deposit1030,25067,2004-06-06,auction_db.partner570,contact,,t
deposit827,25282,2004-06-02,auction_db.partner_unknown,contact,,t
deposit850,25824,2004-06-02,auction_db.partner_unknown,contact,,t
deposit1036,25064,2004-06-06,auction_db.partner576,contact,,t
deposit1037,25664,2004-06-06,auction_db.partner577,contact,,t
deposit1039,25753,2004-06-06,auction_db.partner579,contact,,t
deposit1040,25070,2004-06-06,auction_db.partner580,contact,,t
deposit1041,23116,2004-06-06,auction_db.partner581,contact,,t
deposit1042,25669,2004-06-06,auction_db.partner582,contact,,t
deposit1044,25670,2004-06-06,auction_db.partner544,contact,,t
deposit1046,24579,2004-06-06,auction_db.partner585,contact,,t
deposit1047,25689,2004-06-06,auction_db.partner586,contact,,t
deposit1190,25203,2004-07-08,auction_db.partner151,contact,,t
deposit1189,25291,2004-07-08,auction_db.partner_unknown,contact,,t
deposit1136,25886,2004-07-01,auction_db.partner649,contact,,t
deposit1197,24069,2004-07-09,auction_db.partner694,contact,,t
deposit381,25522,2004-04-28,auction_db.partner329,contact,,t
deposit1138,24630,2004-07-02,auction_db.partner652,contact,,t
deposit810,25805,2004-06-02,auction_db.partner501,contact,,t
deposit1059,25832,2004-06-10,auction_db.partner148,contact,,t
deposit282,25504,2004-04-19,auction_db.partner276,contact,,t
deposit643,25746,2004-05-13,auction_db.partner432,contact,,t
deposit1139,25850,2004-07-05,auction_db.partner653,contact,,t
deposit1057,25831,2004-06-09,auction_db.partner588,contact,,t
deposit1346,26003,2004-09-06,auction_db.partner_unknown,contact,,t
deposit1328,25950,2004-09-02,auction_db.partner760,contact,,t
deposit1062,24951,2004-06-14,auction_db.partner591,contact,,t
deposit1063,25852,2004-06-14,auction_db.partner592,contact,,t
deposit1065,25843,2004-06-14,auction_db.partner258,contact,,t
deposit1178,24317,2004-07-07,auction_db.partner204,contact,,t
deposit1316,25978,2004-09-02,auction_db.partner757,contact,,t
deposit644,25873,2004-05-13,auction_db.partner433,contact,,t
deposit1140,25151,2004-07-05,auction_db.partner654,contact,,t
deposit1309,25968,2004-09-01,auction_db.partner752,contact,,t
deposit1427,23575,2004-09-14,auction_db.partner453,contact,,t
deposit1457,26049,2004-09-15,auction_db.partner_unknown,contact,,t
deposit1312,25974,2004-09-01,auction_db.partner753,contact,,t
deposit1145,24979,2004-07-05,auction_db.partner659,contact,,t
deposit1069,25728,2004-06-15,auction_db.partner198,contact,,t
deposit1243,25923,2004-08-23,auction_db.partner359,contact,,t
deposit1146,24489,2004-07-05,auction_db.partner217,contact,,t
deposit1144,25891,2004-07-05,auction_db.partner657,contact,,t
deposit1031,25668,2004-06-06,auction_db.partner_unknown,contact,,t
deposit1255,25793,2004-08-25,auction_db.partner658,contact,,t
deposit1442,26037,2004-09-14,auction_db.partner799,contact,,t
deposit624,25734,2004-05-11,auction_db.partner417,contact,,t
deposit1184,24506,2004-07-08,auction_db.partner683,contact,,t
deposit1441,26038,2004-09-14,auction_db.partner_unknown,contact,,t
deposit1284,25942,2004-08-27,auction_db.partner315,contact,,t
deposit1074,25859,2004-06-16,auction_db.partner_unknown,contact,,t
deposit1428,25883,2004-09-14,auction_db.partner544,contact,,t
deposit1205,25906,2004-07-12,auction_db.partner699,contact,,t
deposit1033,23121,2004-06-06,auction_db.partner_unknown,contact,,t
deposit1285,25952,2004-08-27,auction_db.partner744,contact,,t
deposit1085,23921,2004-06-17,auction_db.partner609,contact,,t
deposit1460,25000,2004-09-15,auction_db.partner809,contact,,t
deposit1147,25892,2004-07-05,auction_db.partner660,contact,,t
deposit1448,25962,2004-09-15,auction_db.partner805,contact,,t
deposit1143,24655,2004-06-30,auction_db.partner_unknown,contact,,t
deposit1333,25951,2004-09-03,auction_db.partner764,contact,,t
deposit1181,25678,2004-07-07,auction_db.partner203,contact,,t
deposit1080,25738,2004-06-17,auction_db.partner283,contact,,t
deposit1081,25673,2004-06-17,auction_db.partner608,contact,,t
deposit25393,25393,2004-03-10,auction_db.partner665,contact,,t
deposit1459,26005,2004-09-15,auction_db.partner302,contact,,t
deposit1150,24107,2004-07-06,auction_db.partner666,contact,,t
deposit1203,25904,2004-07-12,auction_db.partner130,contact,,t
deposit25211,25211,2004-03-10,auction_db.partner612,contact,,t
deposit1336,25953,2004-09-03,auction_db.partner614,contact,,t
deposit1151,25887,2004-07-06,auction_db.partner667,contact,,t
deposit1072,25712,2004-06-15,auction_db.partner_unknown,contact,,t
deposit1149,25893,2004-07-06,auction_db.partner662,contact,,t
deposit1088,25863,2004-06-17,auction_db.partner613,contact,,t
deposit1339,25472,2004-09-03,auction_db.partner769,contact,,t
deposit55,24914,2004-03-15,auction_db.partner63,contact,,t
deposit1204,25905,2004-07-12,auction_db.partner723,contact,,t
deposit1180,24825,2004-07-07,auction_db.partner685,contact,,t
deposit1179,24632,2004-07-07,auction_db.partner359,contact,,t
deposit1169,24371,2004-07-07,auction_db.partner677,contact,,t
deposit1175,24699,2004-07-07,auction_db.partner682,contact,,t
deposit25286,25286,2004-03-10,auction_db.partner415,contact,,t
deposit681,25055,2004-05-27,auction_db.partner_unknown,contact,,t
deposit1186,24444,2004-07-08,auction_db.partner_unknown,contact,,t
deposit1091,25368,2004-06-17,auction_db.partner616,contact,,t
deposit1093,25845,2004-06-17,auction_db.partner258,contact,,t
deposit242,25431,2004-04-01,auction_db.partner225,contact,,t
deposit613,25135,2004-05-06,auction_db.partner405,contact,,t
deposit1155,23703,2004-07-06,auction_db.partner530,contact,,t
deposit23704,23704,2004-03-10,auction_db.partner425,contact,,t
deposit1156,23831,2004-07-06,auction_db.partner453,contact,,t
deposit1153,25647,2004-07-06,auction_db.partner312,contact,,t
deposit1325,25928,2004-09-02,auction_db.partner342,contact,,t
deposit1168,25840,2004-07-07,auction_db.partner_unknown,contact,,t
deposit1326,25929,2004-09-02,auction_db.partner206,contact,,t
deposit25485,25485,2004-03-10,auction_db.partner634,contact,,t
deposit198,25579,2004-03-25,auction_db.partner182,contact,,t
deposit363,25056,2004-04-23,auction_db.partner311,contact,,t
deposit1213,25910,2004-07-16,auction_db.partner_unknown,contact,,t
deposit1082,25837,2004-06-16,auction_db.partner603,contact,,t
deposit1104,25088,2004-06-18,auction_db.partner627,contact,,t
deposit685,25807,2004-05-28,auction_db.partner464,contact,,t
deposit1148,23868,2004-07-06,auction_db.partner_unknown,contact,,t
deposit24416,24416,2004-03-10,auction_db.partner629,contact,,t
deposit1157,24414,2004-07-07,auction_db.partner686,contact,,t
deposit1106,25399,2004-06-18,auction_db.partner630,contact,,t
deposit1100,25745,2004-06-18,auction_db.partner623,contact,,t
deposit26,25436,2004-03-11,auction_db.partner_unknown,contact,,t
deposit1254,25941,2004-08-25,auction_db.partner728,contact,,t
deposit396,25681,2004-04-29,auction_db.partner342,contact,,t
deposit64,25112,2004-03-17,auction_db.partner100,contact,,t
deposit648,25724,2004-05-18,auction_db.partner242,contact,,t
deposit1182,25867,2004-07-07,auction_db.partner186,contact,,t
deposit1183,24523,2004-07-07,auction_db.partner689,contact,,t
deposit1107,25868,2004-06-18,auction_db.partner632,contact,,t
deposit1366,25386,2004-09-08,auction_db.partner201,contact,,t
deposit642,24388,2004-05-13,auction_db.partner431,contact,,t
deposit1109,25865,2004-06-18,auction_db.partner232,contact,,t
deposit678,25775,2004-05-27,auction_db.partner459,contact,,t
deposit1369,25401,2004-09-08,auction_db.partner312,contact,,t
deposit1087,25861,2004-06-17,auction_db.partner614,contact,,t
deposit1111,25479,2004-06-18,auction_db.partner636,contact,,t
deposit255,25618,2004-04-06,auction_db.partner130,contact,,t
deposit1110,25866,2004-06-18,auction_db.partner635,contact,,t
deposit1164,22622,2004-07-07,auction_db.partner425,contact,,t
deposit1163,25897,2004-07-07,auction_db.partner671,contact,,t
deposit1152,25895,2004-07-06,auction_db.partner_unknown,contact,,t
deposit1201,24779,2004-07-09,auction_db.partner130,contact,,t
deposit1097,25148,2004-06-18,auction_db.partner_unknown,contact,,t
deposit1048,25642,2004-06-09,auction_db.partner587,contact,,t
deposit25443,25443,2004-03-10,auction_db.partner1,contact,,t
deposit1161,24786,2004-07-07,auction_db.partner_unknown,contact,,t
deposit24096,24096,2004-03-10,auction_db.partner1,contact,,t
deposit1119,25878,2004-06-21,auction_db.partner638,contact,,t
deposit1101,25823,2004-06-18,auction_db.partner624,contact,,t
deposit289,24763,2004-04-21,auction_db.partner283,contact,,t
deposit145,25501,2004-03-24,auction_db.partner159,contact,,t
deposit1176,24372,2004-07-07,auction_db.partner683,contact,,t
deposit25111,25111,2004-03-10,auction_db.partner1,contact,,t
deposit9,25251,2004-03-10,auction_db.partner14,contact,,t
deposit100,25527,2004-03-18,auction_db.partner112,contact,,t
deposit1121,25780,2004-06-22,auction_db.partner242,contact,,t
deposit1123,25787,2004-06-22,auction_db.partner130,contact,,t
deposit1125,25679,2004-06-22,auction_db.partner330,contact,,t
deposit25370,25370,2004-03-10,auction_db.partner1,contact,,t
deposit1444,26034,2004-09-14,auction_db.partner801,contact,,t
deposit1126,25762,2004-06-22,auction_db.partner641,contact,,t
deposit1211,25909,2004-07-15,auction_db.partner706,contact,,t
deposit1343,25997,2004-09-03,auction_db.partner772,contact,,t
deposit1260,25856,2004-08-26,auction_db.partner737,contact,,t
deposit1235,25513,2004-03-11,auction_db.partner712,contact,,t
deposit1356,26010,2004-09-07,auction_db.partner206,contact,,t
deposit1086,25770,2004-06-17,auction_db.partner611,contact,,t
deposit1001,25841,2004-06-06,auction_db.partner544,contact,,t
deposit1064,25851,2004-06-14,auction_db.partner593,contact,,t
deposit25390,25390,2004-03-10,auction_db.partner279,contact,,t
deposit1128,25778,2004-06-23,auction_db.partner643,contact,,t
deposit125,25557,2004-03-22,auction_db.partner_unknown,contact,,t
deposit1200,25266,2004-07-09,auction_db.partner318,contact,,t
deposit1212,25894,2004-07-16,auction_db.partner708,contact,,t
deposit332,25349,2004-04-21,auction_db.partner130,contact,,t
deposit237,25591,2004-04-01,auction_db.partner221,contact,,t
deposit24702,24702,2004-03-10,auction_db.partner130,contact,,t
deposit24513,24513,2004-03-10,auction_db.partner1,contact,,t
deposit1469,26052,2004-09-21,auction_db.partner815,contact,,t
deposit1261,24525,2004-08-26,auction_db.partner739,contact,,t
deposit1359,25989,2004-09-08,auction_db.partner763,contact,,t
deposit1280,25933,2004-08-04,auction_db.partner_unknown,contact,,t
deposit24956,24956,2004-03-10,auction_db.partner402,contact,,t
deposit1279,24697,2004-08-26,auction_db.partner740,contact,,t
deposit222,25590,2004-03-31,auction_db.partner206,contact,,t
deposit1289,25964,2004-08-31,auction_db.partner748,contact,,t
deposit1485,26069,2004-09-22,auction_db.partner827,contact,,t
deposit800,25806,2004-06-01,auction_db.partner_unknown,contact,,t
deposit1248,25853,2004-08-24,auction_db.partner_unknown,contact,,t
deposit1352,25908,2004-09-06,auction_db.partner459,contact,,t
deposit1252,25300,2004-08-25,auction_db.partner726,contact,,t
deposit1253,25935,2004-08-25,auction_db.partner727,contact,,t
deposit1371,25350,2004-09-08,auction_db.partner359,contact,,t
deposit674,25784,2004-05-26,auction_db.partner456,contact,,t
deposit392,25178,2004-04-28,auction_db.partner178,contact,,t
deposit1360,25979,2004-09-08,auction_db.partner777,contact,,t
deposit1390,26027,2004-09-10,auction_db.partner790,contact,,t
deposit1392,26030,2004-09-10,auction_db.partner792,contact,,t
deposit1381,25973,2004-09-08,auction_db.partner728,contact,,t
deposit1247,25927,2004-08-24,auction_db.partner464,contact,,t
deposit1238,25911,2004-07-16,auction_db.partner716,contact,,t
deposit1358,25994,2004-09-07,auction_db.partner776,contact,,t
deposit1242,25922,2004-08-20,auction_db.partner_unknown,contact,,t
deposit361,25654,2004-04-22,auction_db.partner309,contact,,t
deposit1400,25960,2004-09-13,auction_db.partner796,contact,,t
deposit1464,25233,2004-09-17,auction_db.partner701,contact,,t
deposit1383,26018,2004-09-09,auction_db.partner783,contact,,t
deposit1424,26008,2004-09-13,auction_db.partner592,contact,,t
deposit1468,25990,2004-09-21,auction_db.partner814,contact,,t
deposit25548,26124,2004-09-30,auction_db.partner_unknown,contact,,t
deposit342,24651,2004-04-21,auction_db.partner_unknown,contact,,t
deposit1256,25947,2004-08-26,auction_db.partner729,contact,,t
deposit25540,26117,2004-09-29,auction_db.partner856,contact,,t
deposit25529,25071,2004-09-28,auction_db.partner850,contact,,t
deposit25516,26081,2004-09-27,auction_db.partner843,contact,,t
deposit25555,26140,2004-10-04,auction_db.partner864,contact,,t
deposit25532,26080,2004-09-29,auction_db.partner173,contact,,t
deposit25518,25835,2004-09-27,auction_db.partner459,contact,,t
deposit25554,26073,2004-10-04,auction_db.partner_unknown,contact,,t
deposit1396,25256,2004-09-10,auction_db.partner_unknown,contact,,t
deposit25543,25888,2004-09-30,auction_db.partner858,contact,,t
deposit25533,26101,2004-09-29,auction_db.partner852,contact,,t
deposit25537,26109,2004-09-29,auction_db.partner854,contact,,t
deposit214,25509,2004-03-30,auction_db.partner197,contact,,t
deposit25553,26131,2004-10-01,auction_db.partner863,contact,,t
deposit25556,26141,2004-10-04,auction_db.partner139,contact,,t
deposit1362,26017,2004-09-08,auction_db.partner464,contact,,t
deposit25560,26144,2004-10-04,auction_db.partner865,contact,,t
