"id","factor_id:id","item_id:id"
1059,"F139","item_openbravo"
1060,"F140","item_openbravo"
1061,"F141","item_openbravo"
1062,"F142","item_openbravo"
1063,"F143","item_openbravo"
1064,"F144","item_openbravo"
1065,"F145","item_openbravo"
1066,"F146","item_openbravo"
1067,"F147","item_openbravo"
1068,"F148","item_openbravo"
1069,"F149","item_openbravo"
1070,"F150","item_openbravo"
1071,"F151","item_openbravo"
1072,"F152","item_openbravo"
1073,"F153","item_openbravo"
1074,"F154","item_openbravo"
1075,"F155","item_openbravo"
1076,"F156","item_openbravo"
1077,"F157","item_openbravo"
1078,"F158","item_openbravo"
1079,"F159","item_openbravo"
1080,"F160","item_openbravo"
1081,"F161","item_openbravo"
1082,"F162","item_openbravo"
1083,"F163","item_openbravo"
1084,"F164","item_openbravo"
1085,"F165","item_openbravo"
1086,"F166","item_openbravo"
1087,"F167","item_openbravo"
1088,"F168","item_openbravo"
1089,"F169","item_openbravo"
1090,"F170","item_openbravo"
1091,"F171","item_openbravo"
1092,"F172","item_openbravo"
1093,"F173","item_openbravo"
1094,"F174","item_openbravo"
1095,"F175","item_openbravo"
1096,"F176","item_openbravo"
1097,"F177","item_openbravo"
1098,"F178","item_openbravo"
1099,"F179","item_openbravo"
1100,"F180","item_openbravo"
1101,"F181","item_openbravo"
1102,"F182","item_openbravo"
1103,"F183","item_openbravo"
1104,"F184","item_openbravo"
1105,"F185","item_openbravo"
1106,"F186","item_openbravo"
1107,"F187","item_openbravo"
1108,"F188","item_openbravo"
1109,"F189","item_openbravo"
1110,"F190","item_openbravo"
1111,"F191","item_openbravo"
1112,"F192","item_openbravo"
1113,"F193","item_openbravo"
1114,"F194","item_openbravo"
1115,"F195","item_openbravo"
1116,"F196","item_openbravo"
1117,"F197","item_openbravo"
1118,"F198","item_openbravo"
1119,"F199","item_openbravo"
1120,"F200","item_openbravo"
1121,"F201","item_openbravo"
1122,"F202","item_openbravo"
1123,"F203","item_openbravo"
1124,"F204","item_openbravo"
1125,"F205","item_openbravo"
1126,"F206","item_openbravo"
1127,"F207","item_openbravo"
1128,"F208","item_openbravo"
1129,"F209","item_openbravo"
1130,"F210","item_openbravo"
1131,"F211","item_openbravo"
1132,"F212","item_openbravo"
1133,"F213","item_openbravo"
1134,"F214","item_openbravo"
1135,"F215","item_openbravo"
1136,"F216","item_openbravo"
1137,"F217","item_openbravo"
1138,"F218","item_openbravo"
1139,"F219","item_openbravo"
1140,"F220","item_openbravo"
1141,"F221","item_openbravo"
1142,"F222","item_openbravo"
1143,"F223","item_openbravo"
1144,"F224","item_openbravo"
1145,"F225","item_openbravo"
1146,"F226","item_openbravo"
1147,"F227","item_openbravo"
1148,"F228","item_openbravo"
1149,"F229","item_openbravo"
1150,"F230","item_openbravo"
1151,"F231","item_openbravo"
1152,"F232","item_openbravo"
1153,"F233","item_openbravo"
1154,"F234","item_openbravo"
1155,"F235","item_openbravo"
1156,"F236","item_openbravo"
1157,"F237","item_openbravo"
1158,"F238","item_openbravo"
1159,"F239","item_openbravo"
1160,"F240","item_openbravo"
1161,"F241","item_openbravo"
1162,"F242","item_openbravo"
1163,"F243","item_openbravo"
1164,"F244","item_openbravo"
1165,"F245","item_openbravo"
1166,"F246","item_openbravo"
1167,"F247","item_openbravo"
1168,"F248","item_openbravo"
1169,"F249","item_openbravo"
1170,"F250","item_openbravo"
1171,"F251","item_openbravo"
1172,"F252","item_openbravo"
1173,"F253","item_openbravo"
1174,"F254","item_openbravo"
1175,"F255","item_openbravo"
1176,"F256","item_openbravo"
1177,"F257","item_openbravo"
1178,"F258","item_openbravo"
1179,"F259","item_openbravo"
1180,"F260","item_openbravo"
1181,"F261","item_openbravo"
1182,"F262","item_openbravo"
1183,"F263","item_openbravo"
1184,"F264","item_openbravo"
1185,"F265","item_openbravo"
1186,"F266","item_openbravo"
1187,"F267","item_openbravo"
1188,"F268","item_openbravo"
1189,"F269","item_openbravo"
1190,"F270","item_openbravo"
1191,"F271","item_openbravo"
1192,"F273","item_openbravo"
1193,"F274","item_openbravo"
1194,"F275","item_openbravo"
1195,"F276","item_openbravo"
1196,"F277","item_openbravo"
1197,"F278","item_openbravo"
1198,"F279","item_openbravo"
1199,"F280","item_openbravo"
1200,"F281","item_openbravo"
1201,"F282","item_openbravo"
1202,"F283","item_openbravo"
1203,"F284","item_openbravo"
1204,"F285","item_openbravo"
1205,"F286","item_openbravo"
1206,"F287","item_openbravo"
1207,"F288","item_openbravo"
1208,"F289","item_openbravo"
1209,"F290","item_openbravo"
1210,"F291","item_openbravo"
1211,"F292","item_openbravo"
1212,"F293","item_openbravo"
1213,"F294","item_openbravo"
1214,"F295","item_openbravo"
1215,"F296","item_openbravo"
1216,"F297","item_openbravo"
1217,"F298","item_openbravo"
1218,"F299","item_openbravo"
1219,"F300","item_openbravo"
1220,"F301","item_openbravo"
1221,"F302","item_openbravo"
1222,"F303","item_openbravo"
1223,"F304","item_openbravo"
1224,"F305","item_openbravo"
1225,"F306","item_openbravo"
1226,"F307","item_openbravo"
1227,"F308","item_openbravo"
1228,"F309","item_openbravo"
1229,"F310","item_openbravo"
1230,"F311","item_openbravo"
1231,"F312","item_openbravo"
1232,"F313","item_openbravo"
1233,"F314","item_openbravo"
1234,"F315","item_openbravo"
1235,"F316","item_openbravo"
1236,"F317","item_openbravo"
1237,"F318","item_openbravo"
1238,"F319","item_openbravo"
1239,"F320","item_openbravo"
1240,"F321","item_openbravo"
1241,"F322","item_openbravo"
1242,"F323","item_openbravo"
1243,"F324","item_openbravo"
1244,"F330","item_openbravo"
1245,"F332","item_openbravo"
1246,"F333","item_openbravo"
1247,"F334","item_openbravo"
1248,"F335","item_openbravo"
1249,"F336","item_openbravo"
1250,"F337","item_openbravo"
1251,"F338","item_openbravo"
1252,"F339","item_openbravo"
1253,"F340","item_openbravo"
1254,"F341","item_openbravo"
1255,"F342","item_openbravo"
1256,"F343","item_openbravo"
1257,"F344","item_openbravo"
1258,"F345","item_openbravo"
1259,"F346","item_openbravo"
1260,"F347","item_openbravo"
1261,"F348","item_openbravo"
1262,"F349","item_openbravo"
1263,"F350","item_openbravo"
1264,"F351","item_openbravo"
1265,"F352","item_openbravo"
1266,"F353","item_openbravo"
1267,"F354","item_openbravo"
1268,"F355","item_openbravo"
1269,"F356","item_openbravo"
1270,"F357","item_openbravo"
1271,"F358","item_openbravo"
1272,"F359","item_openbravo"
1273,"F360","item_openbravo"
1274,"F361","item_openbravo"
1275,"F362","item_openbravo"
1276,"F363","item_openbravo"
1277,"F364","item_openbravo"
1278,"F365","item_openbravo"
1279,"F366","item_openbravo"
1280,"F367","item_openbravo"
1281,"F368","item_openbravo"
1282,"F369","item_openbravo"
1283,"F370","item_openbravo"
1284,"F371","item_openbravo"
1285,"F372","item_openbravo"
1286,"F373","item_openbravo"
1287,"F374","item_openbravo"
1288,"F375","item_openbravo"
1289,"F376","item_openbravo"
1290,"F377","item_openbravo"
1291,"F378","item_openbravo"
1292,"F379","item_openbravo"
1293,"F380","item_openbravo"
1294,"F381","item_openbravo"
1295,"F382","item_openbravo"
1296,"F383","item_openbravo"
1297,"F384","item_openbravo"
1298,"F385","item_openbravo"
1299,"F386","item_openbravo"
1300,"F387","item_openbravo"
1301,"F388","item_openbravo"
1302,"F389","item_openbravo"
1303,"F390","item_openbravo"
1304,"F391","item_openbravo"
1305,"F392","item_openbravo"
1306,"F393","item_openbravo"
1307,"F394","item_openbravo"
1308,"F395","item_openbravo"
1309,"F396","item_openbravo"
1310,"F397","item_openbravo"
1311,"F398","item_openbravo"
1312,"F399","item_openbravo"
1313,"F400","item_openbravo"
1314,"F401","item_openbravo"
1315,"F402","item_openbravo"
1316,"F403","item_openbravo"
1317,"F404","item_openbravo"
1318,"F405","item_openbravo"
1319,"F406","item_openbravo"
1320,"F407","item_openbravo"
1321,"F408","item_openbravo"
1322,"F409","item_openbravo"
1323,"F410","item_openbravo"
1324,"F411","item_openbravo"
1325,"F413","item_openbravo"
1326,"F414","item_openbravo"
1327,"F415","item_openbravo"
1328,"F416","item_openbravo"
1329,"F417","item_openbravo"
1330,"F418","item_openbravo"
1331,"F419","item_openbravo"
1332,"F420","item_openbravo"
1333,"F421","item_openbravo"
1334,"F422","item_openbravo"
1335,"F423","item_openbravo"
1336,"F424","item_openbravo"
1337,"F425","item_openbravo"
1338,"F426","item_openbravo"
1339,"F427","item_openbravo"
1340,"F428","item_openbravo"
1341,"F430","item_openbravo"
1342,"F431","item_openbravo"
1343,"F432","item_openbravo"
1344,"F433","item_openbravo"
1345,"F433b","item_openbravo"
1346,"F434","item_openbravo"
1347,"F435","item_openbravo"
1348,"F443","item_openbravo"
1349,"F444","item_openbravo"
1350,"F445","item_openbravo"
1351,"F446","item_openbravo"
1352,"F447","item_openbravo"
1353,"F448","item_openbravo"
1354,"F449","item_openbravo"
1355,"F450","item_openbravo"
1356,"F451","item_openbravo"
1357,"F452","item_openbravo"
1358,"F453","item_openbravo"
1359,"F454","item_openbravo"
1360,"F455","item_openbravo"
1361,"F456","item_openbravo"
1362,"F457","item_openbravo"
1363,"F458","item_openbravo"
1364,"F459","item_openbravo"
1365,"F460","item_openbravo"
1366,"F461","item_openbravo"
1367,"F462","item_openbravo"
1368,"F463","item_openbravo"
1369,"F464","item_openbravo"
1370,"F465","item_openbravo"
1371,"F466","item_openbravo"
1372,"F467","item_openbravo"
1373,"F468","item_openbravo"
1374,"F469","item_openbravo"
1375,"F470","item_openbravo"
1376,"F471","item_openbravo"
1377,"F472","item_openbravo"
1378,"F473","item_openbravo"
1379,"F474","item_openbravo"
1380,"F475","item_openbravo"
1381,"F476","item_openbravo"
1382,"F477","item_openbravo"
1383,"F478","item_openbravo"
1384,"F479","item_openbravo"
1385,"F482","item_openbravo"
1386,"F483","item_openbravo"
1387,"F484","item_openbravo"
1388,"F485","item_openbravo"
1389,"F486","item_openbravo"
1390,"F487","item_openbravo"
1391,"F488","item_openbravo"
1392,"F489","item_openbravo"
1393,"F490","item_openbravo"
1394,"F491","item_openbravo"
1395,"F492","item_openbravo"
1396,"F493","item_openbravo"
1397,"F494","item_openbravo"
1398,"F495","item_openbravo"
1399,"F496","item_openbravo"
1400,"F497","item_openbravo"
1401,"F497_1","item_openbravo"
1402,"F498","item_openbravo"
1403,"F499","item_openbravo"
1404,"F500","item_openbravo"
1405,"F501","item_openbravo"
1406,"F502","item_openbravo"
1407,"F503","item_openbravo"
1408,"F505","item_openbravo"
1409,"F507","item_openbravo"
1410,"F508","item_openbravo"
1411,"F509","item_openbravo"
1412,"F510","item_openbravo"
1413,"F511","item_openbravo"
1414,"F512","item_openbravo"
1415,"F513","item_openbravo"
1416,"F514","item_openbravo"
1417,"F515","item_openbravo"
1418,"F516","item_openbravo"
1419,"F518","item_openbravo"
1420,"F519","item_openbravo"
1421,"F520","item_openbravo"
1422,"F521","item_openbravo"
1423,"F522","item_openbravo"
1424,"F523","item_openbravo"
1425,"F524","item_openbravo"
1426,"F525","item_openbravo"
1427,"F526","item_openbravo"
1428,"F527","item_openbravo"
1429,"F528","item_openbravo"
1430,"F529","item_openbravo"
1431,"F530","item_openbravo"
1432,"F531","item_openbravo"
1433,"F532","item_openbravo"
1434,"F533","item_openbravo"
1435,"F534","item_openbravo"
1436,"F535","item_openbravo"
1437,"F536","item_openbravo"
1438,"F537","item_openbravo"
1439,"F538","item_openbravo"
1440,"F539","item_openbravo"
1441,"F541","item_openbravo"
1442,"F542","item_openbravo"
1443,"F543","item_openbravo"
1444,"F544","item_openbravo"
1445,"F545","item_openbravo"
1446,"F546","item_openbravo"
1447,"F547","item_openbravo"
1448,"F548","item_openbravo"
1449,"F549","item_openbravo"
1450,"F550","item_openbravo"
1451,"F551","item_openbravo"
1452,"F552","item_openbravo"
1453,"F553","item_openbravo"
1454,"F554","item_openbravo"
1455,"F555","item_openbravo"
1456,"F556","item_openbravo"
1457,"F557","item_openbravo"
1458,"F558","item_openbravo"
1459,"F559","item_openbravo"
1460,"F560","item_openbravo"
1461,"F561","item_openbravo"
1462,"F562","item_openbravo"
1463,"F563","item_openbravo"
1464,"F564","item_openbravo"
1465,"F565","item_openbravo"
1466,"F566","item_openbravo"
1467,"F567","item_openbravo"
1468,"F568","item_openbravo"
1469,"F569","item_openbravo"
1470,"F570","item_openbravo"
1471,"F571","item_openbravo"
1472,"F572","item_openbravo"
1473,"F573","item_openbravo"
1474,"F574","item_openbravo"
1475,"F575","item_openbravo"
1476,"F576","item_openbravo"
1477,"F577","item_openbravo"
1478,"F578","item_openbravo"
1479,"F579","item_openbravo"
1480,"F580","item_openbravo"
1481,"F581","item_openbravo"
1482,"F582","item_openbravo"
1483,"F583","item_openbravo"
1484,"F584","item_openbravo"
1485,"F585","item_openbravo"
1486,"F586","item_openbravo"
1487,"F587","item_openbravo"
1488,"F588","item_openbravo"
1489,"F589","item_openbravo"
1490,"F590","item_openbravo"
1491,"F591","item_openbravo"
1492,"F592","item_openbravo"
1493,"F593","item_openbravo"
1494,"F595","item_openbravo"
1495,"F596","item_openbravo"
1496,"F597","item_openbravo"
1497,"F598","item_openbravo"
1498,"F599","item_openbravo"
1499,"F600","item_openbravo"
1500,"F601","item_openbravo"
1501,"F602","item_openbravo"
1502,"F603","item_openbravo"
1503,"F604","item_openbravo"
1504,"F605","item_openbravo"
1505,"F606","item_openbravo"
1506,"F607","item_openbravo"
1507,"F608","item_openbravo"
1508,"F609","item_openbravo"
1509,"F610","item_openbravo"
1510,"F611","item_openbravo"
1511,"F612","item_openbravo"
1512,"F613","item_openbravo"
1513,"F614","item_openbravo"
1514,"F615","item_openbravo"
1515,"F616","item_openbravo"
1516,"F617","item_openbravo"
1517,"F618","item_openbravo"
1518,"F619","item_openbravo"
1519,"F620","item_openbravo"
1520,"F621","item_openbravo"
1521,"F622","item_openbravo"
1522,"F623","item_openbravo"
1523,"F624","item_openbravo"
1524,"F625","item_openbravo"
1525,"F626","item_openbravo"
1526,"F627","item_openbravo"
1527,"F628","item_openbravo"
1528,"F629","item_openbravo"
1529,"F630","item_openbravo"
1530,"F631","item_openbravo"
1531,"F632","item_openbravo"
1532,"F633","item_openbravo"
1533,"F634","item_openbravo"
1534,"F635","item_openbravo"
1535,"F636","item_openbravo"
1536,"F637","item_openbravo"
1537,"F638","item_openbravo"
1538,"F639","item_openbravo"
1539,"F640","item_openbravo"
1540,"F641","item_openbravo"
1541,"F642","item_openbravo"
1542,"F643","item_openbravo"
1543,"F644","item_openbravo"
1544,"F645","item_openbravo"
1545,"F646","item_openbravo"
1546,"F647","item_openbravo"
1547,"F648","item_openbravo"
1548,"F649","item_openbravo"
1549,"F650","item_openbravo"
1550,"F652","item_openbravo"
1551,"F653","item_openbravo"
1552,"F654","item_openbravo"
1553,"F655","item_openbravo"
1554,"F656","item_openbravo"
1555,"F657","item_openbravo"
1556,"F658","item_openbravo"
1557,"F659","item_openbravo"
1558,"F660","item_openbravo"
1559,"F661","item_openbravo"
1560,"F662","item_openbravo"
1561,"F663","item_openbravo"
1562,"F664","item_openbravo"
1563,"F666","item_openbravo"
1564,"F667","item_openbravo"
1565,"F668","item_openbravo"
1566,"F669","item_openbravo"
1567,"F670","item_openbravo"
1568,"F671","item_openbravo"
1569,"F672","item_openbravo"
1570,"F673","item_openbravo"
1571,"F675","item_openbravo"
1572,"F676","item_openbravo"
1573,"F677","item_openbravo"
1574,"F678","item_openbravo"
1575,"F679","item_openbravo"
1576,"F680","item_openbravo"
1577,"F681","item_openbravo"
1578,"F682","item_openbravo"
1579,"F683","item_openbravo"
1580,"F684","item_openbravo"
1581,"F685","item_openbravo"
1582,"F686","item_openbravo"
1583,"F687","item_openbravo"
1584,"F688","item_openbravo"
1585,"F689","item_openbravo"
1586,"F690","item_openbravo"
1587,"F691","item_openbravo"
1588,"F692","item_openbravo"
1589,"F693","item_openbravo"
1590,"F694","item_openbravo"
1591,"F695","item_openbravo"
1592,"F696","item_openbravo"
1593,"F697","item_openbravo"
1594,"F698","item_openbravo"
1595,"F699","item_openbravo"
1596,"F700","item_openbravo"
1597,"F701","item_openbravo"
1598,"F702","item_openbravo"
1599,"F703","item_openbravo"
1600,"F704","item_openbravo"
1601,"F705","item_openbravo"
1602,"F706","item_openbravo"
1603,"F707","item_openbravo"
1604,"F708","item_openbravo"
1605,"F709","item_openbravo"
1606,"F710","item_openbravo"
1607,"F711","item_openbravo"
1608,"F712","item_openbravo"
1609,"F713","item_openbravo"
1610,"F714","item_openbravo"
1611,"F715","item_openbravo"
1612,"F716","item_openbravo"
1613,"F717","item_openbravo"
1614,"F718","item_openbravo"
1615,"F719","item_openbravo"
1616,"F720","item_openbravo"
1617,"F721","item_openbravo"
1618,"F722","item_openbravo"
1619,"F723","item_openbravo"
1620,"F724","item_openbravo"
1621,"F725","item_openbravo"
1622,"F726","item_openbravo"
1623,"F727","item_openbravo"
1624,"F728","item_openbravo"
1625,"F729","item_openbravo"
1626,"F730","item_openbravo"
1627,"F731","item_openbravo"
1628,"F732","item_openbravo"
1629,"F733","item_openbravo"
1630,"F734","item_openbravo"
1631,"F735","item_openbravo"
1632,"F736","item_openbravo"
1633,"F737","item_openbravo"
1634,"F739","item_openbravo"
1635,"F741","item_openbravo"
1636,"F742","item_openbravo"
1637,"F743","item_openbravo"
1638,"F744","item_openbravo"
1639,"F745","item_openbravo"
1640,"F746","item_openbravo"
1641,"F747","item_openbravo"
1642,"F748","item_openbravo"
1643,"F749","item_openbravo"
1644,"F750","item_openbravo"
1645,"F751","item_openbravo"
1646,"F752","item_openbravo"
1647,"F753","item_openbravo"
1648,"F754","item_openbravo"
1649,"F755","item_openbravo"
1650,"F756","item_openbravo"
1651,"F757","item_openbravo"
1652,"F758","item_openbravo"
1653,"F759","item_openbravo"
1654,"F760","item_openbravo"
1655,"F761","item_openbravo"
1656,"F762","item_openbravo"
1657,"F763","item_openbravo"
1658,"F764","item_openbravo"
1659,"F765","item_openbravo"
1660,"F766","item_openbravo"
1661,"F767","item_openbravo"
1662,"F768","item_openbravo"
1663,"F769","item_openbravo"
1664,"F770","item_openbravo"
1665,"F771","item_openbravo"
1666,"F772","item_openbravo"
1667,"F773","item_openbravo"
1668,"F774","item_openbravo"
1669,"F775","item_openbravo"
1670,"F776","item_openbravo"
1671,"F777","item_openbravo"
1672,"F778","item_openbravo"
1673,"F779","item_openbravo"
1674,"F780","item_openbravo"
1675,"F781","item_openbravo"
1676,"F782","item_openbravo"
1677,"F783","item_openbravo"
1678,"F784","item_openbravo"
1679,"F785","item_openbravo"
1680,"F786","item_openbravo"
1681,"F787","item_openbravo"
1682,"F788","item_openbravo"
1683,"F789","item_openbravo"
1684,"F790","item_openbravo"
1685,"F791","item_openbravo"
1686,"F792","item_openbravo"
1687,"F793","item_openbravo"
1688,"F794","item_openbravo"
1689,"F795","item_openbravo"
1690,"F796","item_openbravo"
1691,"F797","item_openbravo"
1692,"F798","item_openbravo"
1693,"F799","item_openbravo"
1694,"F800","item_openbravo"
1695,"F801","item_openbravo"
1696,"F802","item_openbravo"
1697,"F803","item_openbravo"
1698,"F804","item_openbravo"
1699,"F805","item_openbravo"
1700,"F806","item_openbravo"
1701,"F807","item_openbravo"
1702,"F808","item_openbravo"
1703,"F809","item_openbravo"
1704,"F810","item_openbravo"
1705,"F811","item_openbravo"
1706,"F812","item_openbravo"
1707,"F813","item_openbravo"
1708,"F814","item_openbravo"
1709,"F815","item_openbravo"
1710,"F816","item_openbravo"
1711,"F817","item_openbravo"
1712,"F818","item_openbravo"
1713,"F819","item_openbravo"
1714,"F820","item_openbravo"
1715,"F821","item_openbravo"
1716,"F822","item_openbravo"
1717,"F823","item_openbravo"
1718,"F824","item_openbravo"
1719,"F825","item_openbravo"
1720,"F826","item_openbravo"
1721,"F827","item_openbravo"
1722,"F828","item_openbravo"
1723,"F829","item_openbravo"
1724,"F830","item_openbravo"
1725,"F831","item_openbravo"
1726,"F832","item_openbravo"
1727,"F833","item_openbravo"
1728,"F834","item_openbravo"
1729,"F835","item_openbravo"
1730,"F836","item_openbravo"
1731,"F837","item_openbravo"
1732,"F838","item_openbravo"
1733,"F839","item_openbravo"
1734,"F840","item_openbravo"
1735,"F841","item_openbravo"
1736,"F842","item_openbravo"
1737,"F843","item_openbravo"
1738,"F844","item_openbravo"
1739,"F845","item_openbravo"
1740,"F846","item_openbravo"
1741,"F847","item_openbravo"
1742,"F848","item_openbravo"
1743,"F849","item_openbravo"
1744,"F850","item_openbravo"
1745,"F851","item_openbravo"
1746,"F852","item_openbravo"
1747,"F853","item_openbravo"
1748,"F854","item_openbravo"
1749,"F855","item_openbravo"
1750,"F856","item_openbravo"
1751,"F857","item_openbravo"
1752,"F858","item_openbravo"
1753,"F859","item_openbravo"
1754,"F860","item_openbravo"
1755,"F861","item_openbravo"
1756,"F862","item_openbravo"
1757,"F863","item_openbravo"
1758,"F864","item_openbravo"
1759,"F865","item_openbravo"
1760,"F866","item_openbravo"
1761,"F867","item_openbravo"
1762,"F868","item_openbravo"
1763,"F869","item_openbravo"
1764,"F896a","item_openbravo"
1765,"F870","item_openbravo"
1766,"F871","item_openbravo"
1767,"F872","item_openbravo"
1768,"F873","item_openbravo"
1769,"F874","item_openbravo"
1770,"F875","item_openbravo"
1771,"F876","item_openbravo"
1772,"F877","item_openbravo"
1773,"F878","item_openbravo"
1774,"F879","item_openbravo"
1775,"F880","item_openbravo"
1776,"F881","item_openbravo"
1777,"F882","item_openbravo"
1778,"F883","item_openbravo"
1779,"F884","item_openbravo"
1780,"F885","item_openbravo"
1781,"F886","item_openbravo"
1782,"F887","item_openbravo"
1783,"F888","item_openbravo"
1784,"F889","item_openbravo"
1785,"F890","item_openbravo"
1786,"F891","item_openbravo"
1787,"F892","item_openbravo"
1788,"F893","item_openbravo"
1789,"F894","item_openbravo"
1790,"F895","item_openbravo"
1791,"F896","item_openbravo"
1792,"F897","item_openbravo"
1793,"F898","item_openbravo"
1794,"F899","item_openbravo"
1795,"F900","item_openbravo"
1796,"F901","item_openbravo"
1797,"F902","item_openbravo"
1798,"F903","item_openbravo"
1799,"F904","item_openbravo"
1800,"F905","item_openbravo"
1801,"F906","item_openbravo"
1802,"F907","item_openbravo"
1803,"F908","item_openbravo"
1804,"F909","item_openbravo"
1805,"F910","item_openbravo"
1806,"F911","item_openbravo"
1807,"F912","item_openbravo"
1808,"F913","item_openbravo"
1809,"F914","item_openbravo"
1810,"F915","item_openbravo"
1811,"F916","item_openbravo"
1812,"F917","item_openbravo"
1813,"F918","item_openbravo"
1814,"F919","item_openbravo"
1815,"F920","item_openbravo"
1816,"F921","item_openbravo"
1817,"F922","item_openbravo"
1818,"F923","item_openbravo"
1819,"F924","item_openbravo"
1820,"F925","item_openbravo"
1821,"F926","item_openbravo"
1822,"F927","item_openbravo"
1823,"F928","item_openbravo"
1824,"F929_1","item_openbravo"
1825,"F929","item_openbravo"
1826,"F930","item_openbravo"
1827,"F931","item_openbravo"
1828,"F932","item_openbravo"
1829,"F933","item_openbravo"
1830,"F934","item_openbravo"
1831,"F935","item_openbravo"
1832,"F936","item_openbravo"
1833,"F937","item_openbravo"
1834,"F938","item_openbravo"
1835,"F939","item_openbravo"
1836,"F940","item_openbravo"
1837,"F941","item_openbravo"
1838,"F942","item_openbravo"
1839,"F1","item_sap"
1840,"F429","item_sap"
1841,"F2","item_sap"
1842,"F3","item_sap"
1843,"F4","item_sap"
1844,"F5","item_sap"
1845,"F6","item_sap"
1846,"F7","item_sap"
1847,"F8","item_sap"
1848,"F9","item_sap"
1849,"F10","item_sap"
1850,"F11","item_sap"
1851,"F12","item_sap"
1852,"F13","item_sap"
1853,"F14","item_sap"
1854,"F15","item_sap"
1855,"F16","item_sap"
1856,"F17","item_sap"
1857,"F18","item_sap"
1858,"F19","item_sap"
1859,"F20","item_sap"
1860,"F21","item_sap"
1861,"F22","item_sap"
1862,"F23","item_sap"
1863,"F24","item_sap"
1864,"F25","item_sap"
1865,"F26","item_sap"
1866,"F27","item_sap"
1867,"F28","item_sap"
1868,"F29","item_sap"
1869,"F30","item_sap"
1870,"F31","item_sap"
1871,"F32","item_sap"
1872,"F33","item_sap"
1873,"F34","item_sap"
1874,"F35","item_sap"
1875,"F36","item_sap"
1876,"F37","item_sap"
1877,"F38","item_sap"
1878,"F39","item_sap"
1879,"F40","item_sap"
1880,"F41","item_sap"
1881,"F42","item_sap"
1882,"F43","item_sap"
1883,"F44","item_sap"
1884,"F45","item_sap"
1885,"F46","item_sap"
1886,"F47","item_sap"
1887,"F48","item_sap"
1888,"F49","item_sap"
1889,"F50","item_sap"
1890,"F51","item_sap"
1891,"F52","item_sap"
1892,"F53","item_sap"
1893,"F54","item_sap"
1894,"F55","item_sap"
1895,"F56","item_sap"
1896,"F57","item_sap"
1897,"F58","item_sap"
1898,"F59","item_sap"
1899,"F60","item_sap"
1900,"F61","item_sap"
1901,"F62","item_sap"
1902,"F63","item_sap"
1903,"F64","item_sap"
1904,"F65","item_sap"
1905,"F66","item_sap"
1906,"F67","item_sap"
1907,"F68","item_sap"
1908,"F69","item_sap"
1909,"F70","item_sap"
1910,"F71","item_sap"
1911,"F72","item_sap"
1912,"F73","item_sap"
1913,"F74","item_sap"
1914,"F75","item_sap"
1915,"F76","item_sap"
1916,"F77","item_sap"
1917,"F78","item_sap"
1918,"F79","item_sap"
1919,"F80","item_sap"
1920,"F81","item_sap"
1921,"F82","item_sap"
1922,"F83","item_sap"
1923,"F84","item_sap"
1924,"F85","item_sap"
1925,"F86","item_sap"
1926,"F87","item_sap"
1927,"F88","item_sap"
1928,"F89","item_sap"
1929,"F90","item_sap"
1930,"F91","item_sap"
1931,"F92","item_sap"
1932,"F93","item_sap"
1933,"F94","item_sap"
1934,"F95","item_sap"
1935,"F96","item_sap"
1936,"F97","item_sap"
1937,"F98","item_sap"
1938,"F99","item_sap"
1939,"F100","item_sap"
1940,"F101","item_sap"
1941,"F102","item_sap"
1942,"F103","item_sap"
1943,"F104","item_sap"
1944,"F105","item_sap"
1945,"F106","item_sap"
1946,"F107","item_sap"
1947,"F108","item_sap"
1948,"F109","item_sap"
1949,"F110","item_sap"
1950,"F111","item_sap"
1951,"F112","item_sap"
1952,"F113","item_sap"
1953,"F114","item_sap"
1954,"F115","item_sap"
1955,"F116","item_sap"
1956,"F117","item_sap"
1957,"F118","item_sap"
1958,"F119","item_sap"
1959,"F120","item_sap"
1960,"F121","item_sap"
1961,"F122","item_sap"
1962,"F123","item_sap"
1963,"F124","item_sap"
1964,"F125","item_sap"
1965,"F126","item_sap"
1966,"F127","item_sap"
1967,"F128","item_sap"
1968,"F129","item_sap"
1969,"F130","item_sap"
1970,"F131","item_sap"
1971,"F132","item_sap"
1972,"F133","item_sap"
1973,"F134","item_sap"
1974,"F135","item_sap"
1975,"F136","item_sap"
1976,"F137","item_sap"
1977,"F138","item_sap"
1978,"F139","item_sap"
1979,"F140","item_sap"
1980,"F141","item_sap"
1981,"F142","item_sap"
1982,"F143","item_sap"
1983,"F144","item_sap"
1984,"F145","item_sap"
1985,"F146","item_sap"
1986,"F147","item_sap"
1987,"F148","item_sap"
1988,"F149","item_sap"
1989,"F150","item_sap"
1990,"F151","item_sap"
1991,"F152","item_sap"
1992,"F153","item_sap"
1993,"F154","item_sap"
1994,"F155","item_sap"
1995,"F156","item_sap"
1996,"F157","item_sap"
1997,"F158","item_sap"
1998,"F159","item_sap"
1999,"F160","item_sap"
2000,"F161","item_sap"
2001,"F162","item_sap"
2002,"F163","item_sap"
2003,"F164","item_sap"
2004,"F165","item_sap"
2005,"F166","item_sap"
2006,"F167","item_sap"
2007,"F168","item_sap"
2008,"F169","item_sap"
2009,"F170","item_sap"
2010,"F171","item_sap"
2011,"F172","item_sap"
2012,"F173","item_sap"
2013,"F174","item_sap"
